지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22449,2010-01-03 12:00,22.7,1.7,1.6,.9,10.1
22449,2010-01-03 13:00,22.4,1.9,1.8,1.1,10.1
22449,2010-01-03 14:00,21.9,4.5,2.7,1.6,9.4
22449,2010-01-03 15:00,21.3,2.6,2.3,1.5,10.5
22449,2010-01-03 16:00,21.6,2.5,2.5,1.6,9.8
22449,2010-01-03 17:00,21.5,.6,.4,.2,8.3
22449,2010-01-03 18:00,21.7,.5,.3,.2,7.6
22449,2010-01-03 20:00,21.6,2.2,1.9,1.2,9.5
22449,2010-01-03 21:00,21.7,2.2,1.9,1.2,8.7
22449,2010-01-03 22:00,21.9,3.8,3.8,2.4,10.1
22449,2010-01-03 23:00,22.1,2.8,1.7,1,8.9
22449,2010-01-04 00:00,22.3,.7,.9,.5,9
22449,2010-01-04 01:00,22.2,2,1.6,1,9.3
22449,2010-01-04 02:00,21.8,2.3,1.8,1.1,9.4
22449,2010-01-04 03:00,20.8,3.1,2.3,1.4,10.4
22449,2010-01-04 04:00,21.5,2.5,2.2,1.4,9.9
22449,2010-01-04 06:00,21.7,.9,1.3,.7,11.1
22449,2010-01-04 07:00,21.6,.7,.5,.3,6.9
22449,2010-01-04 08:00,21.7,1.8,1.3,.8,9
22449,2010-01-04 09:00,21.7,2.9,2.2,1.3,10.2
22449,2010-01-04 10:00,21.8,4.1,3.3,1.9,10.4
22449,2010-01-04 11:00,22,1.6,1.5,1,10.2
22449,2010-01-04 12:00,22,1.6,1.2,.7,8.6
22449,2010-01-04 13:00,22,.6,.7,.4,8.3
22449,2010-01-04 14:00,22,1.3,.9,.5,8.9
22449,2010-01-04 15:00,21.9,1.8,1.3,.8,8.7
22449,2010-01-04 17:00,21.7,1.8,1.3,.8,9.6
22449,2010-01-04 19:00,21.1,.4,.4,.3,7.3
22449,2010-12-24 18:00,10.8,1,.7,.4,6.2
22449,2010-12-24 19:00,10.7,1.2,.7,.5,6.6
22449,2010-12-24 20:00,10.7,1.1,.7,.4,4.7
22449,2010-12-24 21:00,10.5,1.2,.8,.5,4.1
22449,2010-12-24 22:00,10.5,1,.7,.4,3.7
22449,2010-12-24 23:00,10.6,1.2,.7,.5,5.4
22449,2010-12-25 00:00,10.6,1,.8,.5,4.8
22449,2010-12-25 01:00,10.5,1.2,.9,.5,5.5
22449,2010-12-25 09:00,10.3,.7,.5,.3,4.8
22449,2010-12-25 10:00,10.4,.8,.5,.3,6.6
22449,2010-12-25 11:00,10.4,.7,.4,.3,6.6
22449,2010-12-25 12:00,10.4,.5,.4,.2,6.3
22449,2010-12-25 13:00,10.5,.4,.3,.2,6.8
22449,2010-12-25 14:00,10.5,.8,.5,.3,5
22449,2010-12-25 15:00,10.5,1.7,1.3,.7,9.1
22449,2010-12-25 16:00,10.5,2.9,1.7,1,8.8
22449,2010-12-25 17:00,10.5,2,1.2,.7,5.4
22449,2010-12-25 19:00,10.6,2.1,1.1,.6,7.5
22449,2010-12-25 23:00,10.3,1.1,.8,.5,4.6
22449,2010-12-26 00:00,10.3,.7,.6,.4,5.7
22449,2010-12-26 01:00,10.4,.8,.6,.4,4.9
22449,2010-12-26 02:00,10.3,.9,.7,.4,5.6
22449,2010-12-26 03:00,10.4,1.6,1.1,.6,8.6
22449,2010-12-26 04:00,10.5,1.1,.8,.5,5.6
22449,2010-12-26 05:00,10.4,1.4,.9,.6,5.8
22449,2010-12-26 06:00,10.5,2.7,1.3,.8,7.1
22449,2010-12-26 07:00,10.4,3.8,1.8,1,8.8
22449,2010-12-26 08:00,10.4,1.8,1.3,.8,7.6
22449,2010-12-26 09:00,10.3,1.4,1,.6,6
22449,2010-12-26 10:00,10.2,1.6,1.1,.7,4.7
22449,2010-12-26 11:00,10.2,2.2,1.3,.8,6.2
22449,2010-12-26 12:00,10.2,1.1,.7,.5,5.5
22449,2010-12-26 13:00,10.2,1.2,.8,.5,5.2
22449,2010-12-26 14:00,10.2,1.3,.9,.5,6.3
22449,2010-12-26 15:00,10.3,1.3,.9,.5,6.1
22449,2010-12-26 16:00,10.3,1.3,1,.6,6
22449,2010-12-26 17:00,10.3,2.4,1.7,1.1,5.8
22449,2010-12-26 18:00,10.2,4.2,2.3,1.2,8.8
22449,2010-12-26 19:00,10.4,3.5,2.3,1.2,8.1
22449,2010-12-26 20:00,10.4,2.9,1.9,1.1,8.6
22449,2010-12-26 21:00,10.2,2,1.5,.9,7.7
22449,2010-12-26 22:00,10.1,2,1.1,.7,6.3
22449,2010-12-27 02:00,10.1,1.3,.8,.5,6.1
22449,2010-12-27 06:00,10.2,2.6,1.3,.8,5.8
22449,2010-12-27 10:00,10.1,.9,.7,.4,5.5
22449,2010-12-27 16:00,10.1,.7,.5,.3,7.2
22449,2010-12-27 17:00,10.1,.7,.5,.3,6.3
22449,2010-12-27 18:00,10.3,.7,.4,.3,5.8
22449,2010-12-27 19:00,10.2,.9,.6,.4,5.3
22449,2010-12-27 20:00,10.5,.7,.5,.3,5.5
22449,2010-12-27 21:00,10.2,.9,.6,.4,7.2
22449,2010-12-27 22:00,10.1,.7,.5,.3,5.6
22449,2010-12-27 23:00,10.1,.7,.5,.3,4.7
22449,2010-12-28 00:00,10.1,.8,.5,.3,4.5
22449,2010-12-28 01:00,10.1,.7,.4,.3,3.6
22449,2010-12-28 02:00,10.1,.8,.5,.3,4.4
22449,2010-12-28 03:00,10.2,1.1,.7,.4,5.3
22449,2010-12-28 04:00,10.1,1.5,.8,.5,6.3
22449,2010-12-28 05:00,10.1,.9,.6,.4,5.4
22449,2010-12-28 06:00,10.2,1,.7,.4,4.9
22449,2010-12-28 07:00,10.1,1.2,1,.6,5.2
22449,2010-12-28 08:00,10.4,1.4,.9,.6,5
22449,2010-12-28 09:00,10.3,1.3,1.1,.6,7.1
22449,2010-12-28 09:57,10.2,0,0,0,0
22449,2010-12-28 11:00,10.2,1.7,1,.6,5
22449,2010-12-28 12:00,10.1,1.5,1.1,.7,4.4
22449,2010-12-28 13:00,10.1,1.7,1.4,.9,5.8
22449,2010-12-28 15:00,10.1,1.7,1.3,.8,6.1
22449,2010-12-28 18:00,10.1,1.6,1.1,.7,5.5
22449,2010-12-28 19:00,10.2,2.8,1.8,1.2,5.6
22449,2010-12-28 20:00,10.1,6,2.7,1.4,9
22449,2010-12-28 21:00,10.2,1.9,1.3,.8,7.5
22449,2010-12-28 22:00,10.2,1.9,1.3,.8,6.6
22449,2010-12-28 23:00,10.1,1.5,1,.6,6.8
22449,2010-12-29 00:00,10,2.1,1.1,.7,5.6
22449,2010-12-29 01:00,9.9,1.2,.9,.5,4.7
22449,2010-12-29 02:00,9.9,1.5,1.1,.7,6.8
22449,2010-12-29 03:00,10,1.3,.9,.5,6.1
22449,2010-12-29 04:00,10,1.1,.8,.5,5.3
22449,2010-12-29 05:00,10,1.3,.9,.6,6.5
22449,2010-12-29 08:00,10,1.2,1,.6,5.3
22449,2010-12-29 09:00,10,1.9,1.4,.8,9
22449,2010-12-29 10:00,10,2,1.5,.9,9
22449,2010-12-29 11:00,10.1,1,.7,.4,6.6
22449,2010-12-29 12:00,10.1,.7,.5,.3,4.9
22449,2010-12-29 13:00,10,.8,.5,.3,4.8
22449,2010-12-29 14:00,10,.8,.5,.3,5.4
22449,2010-12-29 15:00,10,.7,.4,.3,5.5
22449,2010-12-29 16:00,10,.5,.4,.2,6.3
22449,2010-12-29 17:00,10,.8,.5,.3,7.5
22449,2010-12-29 18:00,10,.4,.3,.2,5.3
22449,2010-12-29 19:00,10,.5,.4,.2,6.8
22449,2010-12-29 20:00,10.1,.5,.4,.3,4.5
22449,2010-12-29 21:00,10,.7,.5,.3,6.3
22449,2010-12-29 22:00,10.2,.6,.4,.2,5.3
22449,2010-12-29 23:00,10.1,.6,.4,.2,6.7
22449,2010-12-30 00:00,9.9,.6,.4,.2,5.8
22449,2010-12-30 01:00,10,1.2,.5,.3,3.4
22449,2010-12-30 02:00,9.9,1.8,1.1,.7,3.7
22449,2010-12-30 03:00,9.8,1.7,1.4,.9,5.3
22449,2010-12-30 04:00,9.8,1.4,1,.6,4.6
22449,2010-12-30 05:00,9.9,1.6,1,.6,6.1
22449,2010-12-30 06:00,9.9,1.7,1.1,.7,5.5
22449,2010-12-30 07:00,9.9,1.6,1.2,.7,5.9
22449,2010-12-30 08:00,9.9,1.7,1.2,.8,5.6
22449,2010-12-30 09:00,9.9,2.2,1.6,1,5.3
22449,2010-12-30 10:00,9.9,4.3,2.3,1.4,6.9
22449,2010-12-30 11:00,9.9,1.8,1.4,.8,6
22449,2010-12-30 12:00,10,2.2,1.4,.8,6.1
22449,2010-12-30 13:00,9.9,2.2,1.3,.9,5.2
22449,2010-12-30 14:00,9.9,2.1,1.3,.8,5
22449,2010-12-30 15:00,9.8,2.1,1.6,1.1,5
22449,2010-12-30 17:00,9.8,2.3,1.7,1.1,6
22449,2010-12-30 19:00,9.7,1.9,1.4,.8,6
22449,2010-12-30 20:00,9.7,2.2,1.3,.8,5.8
22449,2010-12-30 21:00,9.7,2.4,1.5,.9,6
22449,2010-12-30 22:00,9.7,2.4,1.7,1.1,5.3
22449,2010-12-30 23:00,9.7,3.1,1.9,1.1,7.6
22449,2010-12-31 00:00,9.8,3.5,1.8,1.1,6.5
22449,2010-12-31 01:00,9.8,1.9,1.4,.9,5.7
22449,2010-12-31 02:00,9.5,2.1,1.4,.9,5.5
22449,2010-12-31 03:00,9.4,2.3,1.6,1,5.5
22449,2010-12-31 04:00,9.3,3.5,2.3,1.4,7.2
22449,2010-12-31 05:00,9.5,1.6,1.3,.8,5.8
22449,2010-12-31 06:00,9.4,1.6,1.1,.7,6.6
22449,2010-12-31 07:00,9.4,1.5,1.1,.6,6
22449,2010-12-31 08:00,9.4,1.7,1.1,.7,6.1
22449,2010-12-31 09:00,9.5,1.3,1.1,.7,6.8
22449,2010-12-31 10:00,9.7,1.9,1.4,.9,5.9
22449,2010-12-31 11:00,9.6,3,3.5,1.9,8.2
22449,2010-12-31 12:00,9.6,3,1.8,1.1,8
22449,2010-12-31 13:00,9.8,2.4,1.6,1,6
22449,2010-12-31 14:00,9.7,2.2,1.5,.9,5.8
22449,2010-12-31 15:00,9.6,1.9,1.3,.8,5
22449,2010-12-31 16:00,9.7,2.2,1.5,.9,5.6
22449,2010-12-31 17:00,596.2,2.5,1.5,.9,4.8
22449,2010-12-31 18:00,596.2,1.8,1.5,1,5.1
22449,2010-12-31 19:00,596.2,1.8,1.2,.8,4.8
22449,2010-12-31 20:00,596.2,1.4,1,.7,5.7
22449,2010-12-31 21:00,596.2,1.7,1.1,.7,5.6
22449,2010-12-31 22:00,596.2,1.5,1,.7,4.9
22449,2010-12-31 23:00,596.2,2.3,1.7,1.1,5
