지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22459,2011-12-06 04:00,17.5,1.3,.8,.5,6.4
22459,2011-12-06 05:00,17.4,1.3,.8,.5,5.9
22459,2011-12-06 06:00,17.3,1.3,.8,.5,6.3
22459,2011-12-06 07:00,17.2,1.2,.8,.5,6.3
22459,2011-12-06 08:00,17.3,1.3,.8,.5,7.3
22459,2011-12-06 09:00,17.4,1.2,.8,.5,6.8
22459,2011-12-06 10:00,17.2,1,.7,.5,6.7
22459,2011-12-06 11:00,17.2,1.2,.8,.5,7.1
22459,2011-12-06 12:00,16.5,1.1,.8,.5,7.2
22459,2011-12-06 13:00,16.5,1.3,.8,.5,6.5
22459,2011-12-06 14:00,16.5,1.4,.8,.5,6.7
22459,2011-12-06 15:00,16.6,1,.7,.4,6.4
22459,2011-12-06 16:00,16.7,1.2,.8,.5,6.5
22459,2011-12-06 17:00,16.6,1.2,.8,.5,6.9
22459,2011-12-06 18:00,17.1,1.2,.8,.5,7.4
22459,2011-12-06 19:00,16.9,1.1,.7,.4,7
22459,2011-12-06 20:00,16.7,1.1,.7,.4,6.9
22459,2011-12-06 21:00,16.8,1,.6,.4,6.5
22459,2011-12-06 22:00,16.9,1.1,.7,.4,6.4
22459,2011-12-06 23:00,16.6,1.3,.8,.5,6.7
22459,2011-12-07 00:00,16.7,1.2,.7,.5,6.6
22459,2011-12-07 01:00,16.9,1.3,.8,.5,6.1
22459,2011-12-07 02:00,17.4,1,.7,.4,6.2
22459,2011-12-07 03:00,17.6,1.2,.7,.5,6.4
22459,2011-12-07 04:00,18.1,1.3,.9,.5,6.5
22459,2011-12-07 05:00,17.9,1.1,.7,.4,6.2
22459,2011-12-07 06:00,17.9,.9,.6,.3,5.9
22459,2011-12-07 07:00,17.2,1,.6,.4,6.6
22459,2011-12-07 08:00,18,1,.6,.4,6.3
22459,2011-12-07 09:00,17,.9,.6,.3,6.1
22459,2011-12-07 10:00,17.5,.8,.6,.3,5.7
22459,2011-12-07 11:00,17.5,.9,.5,.3,6.1
22459,2011-12-07 12:00,17.1,.9,.7,.4,6.3
22459,2011-12-07 13:00,16.9,1,.7,.4,5.6
22459,2011-12-07 14:00,19,1.1,.7,.4,5.8
22459,2011-12-07 15:00,18.9,1.1,.7,.4,6
22459,2011-12-07 16:00,18.7,1,.7,.4,5.7
22459,2011-12-07 17:00,18.6,1.1,.8,.5,6
22459,2011-12-07 18:00,18.6,1.2,.8,.5,6.5
22459,2011-12-07 19:00,18.4,1.1,.7,.5,6.9
22459,2011-12-07 20:00,17.9,1.2,.8,.5,7.3
22459,2011-12-07 21:00,17.4,1.4,.8,.5,7.1
22459,2011-12-07 22:00,17.8,1,.7,.4,7.2
22459,2011-12-07 23:00,17.3,1.2,.7,.4,7.2
22459,2011-12-08 00:00,17.4,1.2,.8,.5,7.3
22459,2011-12-08 01:00,17.7,1.1,.7,.4,6.6
22459,2011-12-08 02:00,18.1,1.3,.7,.5,6
22459,2011-12-08 03:00,18.3,1,.6,.4,6.3
22459,2011-12-08 04:00,18.8,1.3,.8,.5,6.1
22459,2011-12-08 05:00,18.1,1.1,.8,.5,6.2
22459,2011-12-08 06:00,18.3,1.3,.8,.5,6
22459,2011-12-08 07:00,18.7,1.1,.7,.4,6
22459,2011-12-08 08:00,18.7,1.2,.7,.4,5.8
22459,2011-12-08 09:00,19.2,1.1,.6,.4,6.7
22459,2011-12-08 10:00,19,1,.7,.4,6.4
22459,2011-12-08 11:00,18.9,1.1,.7,.4,6
22459,2011-12-08 12:00,18.9,1.1,.7,.5,6.3
22459,2011-12-08 13:00,19,1.3,.8,.5,6.1
22459,2011-12-08 14:00,18.4,1.1,.7,.4,6
22459,2011-12-08 15:00,18.3,1.3,.8,.5,5.8
22459,2011-12-08 16:00,18.3,1.1,.8,.5,5.7
22459,2011-12-08 17:00,19,1.2,.8,.5,5.8
22459,2011-12-08 18:00,18.9,1.2,.8,.5,5.3
22459,2011-12-08 19:00,18.8,1.3,.8,.5,4.8
22459,2011-12-08 20:00,18.8,1.5,.9,.6,6.4
22459,2011-12-08 21:00,18.8,1.5,.9,.6,6.4
22459,2011-12-08 22:00,18.7,1.5,1,.7,5.8
22459,2011-12-08 23:00,18.8,1.9,1.3,.8,5.6
22459,2011-12-09 00:00,18.9,1.8,1.2,.8,5.5
22459,2011-12-09 01:00,18.9,2.1,1.2,.8,7.3
22459,2011-12-09 02:00,18.9,1.6,1.1,.7,6.4
22459,2011-12-09 03:00,18.9,2,1.4,.9,7.8
22459,2011-12-09 04:00,17.7,1.8,1.2,.8,7.7
22459,2011-12-09 05:00,17.4,2,1.5,.9,8.1
22459,2011-12-09 06:00,17.4,2,1.3,.8,7.4
22459,2011-12-09 07:00,17.5,2.1,1.3,.8,7.7
22459,2011-12-09 08:00,17.3,2.3,1.4,.8,7.2
22459,2011-12-09 09:00,17.4,2.4,1.6,1,8
22459,2011-12-09 10:00,17.7,2.1,1.6,1,7.9
22459,2011-12-09 11:00,18.1,2.4,1.6,1,8.4
22459,2011-12-09 12:00,18.2,2.1,1.4,.8,8.5
22459,2011-12-09 13:00,18.2,2.1,1.4,.8,8.1
22459,2011-12-09 14:00,17.8,2.2,1.3,.8,7.6
22459,2011-12-09 15:00,17.7,1.8,1.3,.8,7.8
22459,2011-12-09 16:00,17.9,1.9,1.3,.8,7.3
22459,2011-12-09 17:00,18,1.9,1.4,.8,7.1
22459,2011-12-09 18:00,18,1.9,1.3,.8,7.5
22459,2011-12-09 19:00,18.1,2,1.3,.8,7
22459,2011-12-09 20:00,18.3,2,1.3,.8,7.2
22459,2011-12-09 21:00,18.3,2.7,1.3,.8,7.8
22459,2011-12-09 22:00,18.2,2.1,1.3,.8,7.8
22459,2011-12-09 23:00,18.1,2,1.1,.7,7.6
22459,2011-12-10 00:00,18.2,1.9,1.2,.7,7.2
22459,2011-12-10 01:00,18.2,1.7,1.1,.7,6.7
22459,2011-12-10 02:00,18,2,1.2,.8,7.1
22459,2011-12-10 03:00,18.2,1.6,1.1,.7,6.7
22459,2011-12-10 04:00,18,1.5,1,.6,6.6
22459,2011-12-10 05:00,17.1,1.6,1.1,.7,7.1
22459,2011-12-10 06:00,17.4,1.6,1.1,.7,7.3
22459,2011-12-10 07:00,17.3,1.8,1.1,.7,6.8
22459,2011-12-10 08:00,17.5,1.6,1,.6,7
22459,2011-12-10 09:00,17.3,1.7,1,.6,7.4
22459,2011-12-10 10:00,17.6,1.5,1,.6,7.9
22459,2011-12-10 11:00,18.1,1.5,.9,.5,8
22459,2011-12-10 12:00,18,1.2,.8,.5,6.8
22459,2011-12-10 13:00,17.8,1.3,.8,.5,6.7
22459,2011-12-10 14:00,17.4,1.2,.8,.5,6.5
22459,2011-12-10 15:00,17.4,1.5,.8,.5,6.5
22459,2011-12-10 16:00,17.2,1.2,.8,.5,5.9
22459,2011-12-10 17:00,17.4,1.2,.8,.5,5.8
22459,2011-12-10 18:00,17.5,1.3,.8,.5,6.3
22459,2011-12-10 19:00,17.6,1.3,.8,.5,6.8
22459,2011-12-10 20:00,17.7,1.2,.8,.5,6
22459,2011-12-10 21:00,17.9,1.2,.8,.5,6.8
22459,2011-12-10 22:00,18.1,1.1,.8,.5,5.9
22459,2011-12-10 23:00,17.9,1.1,.7,.4,5.9
22459,2011-12-11 00:00,17.8,1.3,.7,.4,6
22459,2011-12-11 01:00,17.7,1.1,.7,.4,5.7
22459,2011-12-11 02:00,17.8,1.1,.7,.5,5.1
22459,2011-12-11 03:00,17.8,1.2,.8,.5,5.2
22459,2011-12-11 04:00,17.7,1.1,.8,.5,5.4
22459,2011-12-11 05:00,17.6,1,.7,.4,6.1
22459,2011-12-11 06:00,17.1,1,.7,.4,5.9
22459,2011-12-11 07:00,17.5,1.2,.7,.5,5.2
22459,2011-12-11 08:00,17.5,.8,.6,.4,5.7
22459,2011-12-11 09:00,17.2,1.1,.8,.5,5.6
22459,2011-12-11 10:00,16.9,1.1,.7,.4,5.8
22459,2011-12-11 11:00,17.5,1.1,.7,.4,6
22459,2011-12-11 12:00,17.7,1.1,.7,.4,5.9
22459,2011-12-11 13:00,17.7,1,.7,.4,5.7
22459,2011-12-11 14:00,17.6,1,.6,.4,5.3
22459,2011-12-11 15:00,17.5,1,.7,.4,5.7
22459,2011-12-11 16:00,17.3,1.2,.8,.5,5.7
22459,2011-12-11 17:00,17,1.2,.8,.5,5.7
22459,2011-12-11 18:00,17,1.2,.7,.4,5.3
22459,2011-12-11 19:00,16.7,1.2,.7,.4,5.6
22459,2011-12-11 20:00,17,1.2,.6,.4,5.9
22459,2011-12-11 21:00,17.2,1,.6,.4,5.7
22459,2011-12-11 22:00,17.2,.9,.6,.4,6.3
22459,2011-12-11 23:00,17.2,.8,.5,.3,6.3
22459,2011-12-12 00:00,17.3,1,.5,.3,5.8
22459,2011-12-12 01:00,17.1,.7,.5,.3,5.4
22459,2011-12-12 02:00,16.9,.7,.5,.3,5.3
22459,2011-12-12 03:00,16.5,.9,.5,.3,4.9
22459,2011-12-12 04:00,16.6,.7,.4,.3,4.3
22459,2011-12-12 05:00,16.9,.7,.5,.3,4.6
22459,2011-12-12 06:00,17.1,.7,.5,.3,4.9
22459,2011-12-12 07:00,17,.7,.5,.3,4.7
22459,2011-12-12 08:00,17.1,1.2,.6,.4,4.6
22459,2011-12-12 09:00,17.1,.8,.5,.3,4
22459,2011-12-12 10:00,16.9,.7,.4,.3,4.5
22459,2011-12-12 11:00,16.8,.7,.4,.3,5
22459,2011-12-12 12:00,16.8,.7,.4,.3,5.4
22459,2011-12-12 13:00,16.8,.7,.5,.3,5.3
22459,2011-12-12 14:00,16.9,.7,.4,.3,4
22459,2011-12-12 15:00,16.9,.7,.4,.3,3.9
22459,2011-12-12 16:00,16.8,.6,.4,.3,3.8
22459,2011-12-12 17:00,16.4,.7,.4,.3,4.4
22459,2011-12-12 18:00,16.5,.7,.4,.3,4.2
22459,2011-12-12 19:00,16.5,.6,.3,.2,4.4
22459,2011-12-12 20:00,16.7,.5,.3,.2,4.1
22459,2011-12-12 21:00,16.5,.5,.3,.2,4.1
22459,2011-12-12 22:00,17.2,.6,.3,.2,4.4
22459,2011-12-12 23:00,17.6,.5,.3,.2,4.5
22459,2011-12-13 00:00,17.2,.7,.3,.2,5.2
22459,2011-12-13 01:00,17.2,.5,.3,.2,4.6
22459,2011-12-13 02:00,17.7,.6,.4,.2,4.8
22459,2011-12-13 03:00,16.7,.6,.4,.3,4.6
22459,2011-12-13 04:00,17,.6,.4,.2,4.7
22459,2011-12-13 05:00,17.5,.8,.5,.3,4.6
22459,2011-12-13 06:00,16.9,.9,.5,.3,4.5
22459,2011-12-13 07:00,17.1,.8,.5,.3,4.3
22459,2011-12-13 08:00,16.8,.7,.4,.3,4.8
22459,2011-12-13 09:00,17.1,.9,.5,.3,4.3
22459,2011-12-13 10:00,16.8,.7,.4,.3,4.6
22459,2011-12-13 11:00,16.6,.8,.5,.3,5.4
22459,2011-12-13 12:00,17.2,.6,.4,.3,5
22459,2011-12-13 13:00,17.7,.5,.3,.2,6.1
22459,2011-12-13 14:00,17.9,.5,.4,.2,5.1
22459,2011-12-13 15:00,17.7,.7,.5,.3,4.7
22459,2011-12-13 16:00,17.7,.8,.5,.3,4.7
22459,2011-12-13 17:00,17.6,.8,.5,.3,4.2
22459,2011-12-13 18:00,17.6,.8,.5,.3,4.8
22459,2011-12-13 19:00,17.5,.7,.5,.3,4.7
22459,2011-12-13 20:00,17.3,.8,.5,.3,4.9
22459,2011-12-13 21:00,17.2,.9,.5,.3,4.9
22459,2011-12-13 22:00,17.1,.8,.5,.3,4.7
22459,2011-12-13 23:00,17.3,.6,.4,.3,4.9
22459,2011-12-13 23:11,17.6,0,0,0,0
22459,2011-12-14 00:00,17.6,.8,.5,.3,5.2
22459,2011-12-14 01:00,16.6,.7,.5,.3,5.2
22459,2011-12-14 02:00,16.9,.8,.5,.3,5.6
22459,2011-12-14 03:00,17.2,.8,.5,.3,5.3
22459,2011-12-14 04:00,17.2,.8,.5,.3,5.6
22459,2011-12-14 05:00,17.3,.9,.6,.4,5.6
22459,2011-12-14 06:00,17.2,.8,.5,.3,5
22459,2011-12-14 07:00,17,.8,.5,.3,5.2
22459,2011-12-14 08:00,17,.9,.6,.4,5.1
22459,2011-12-14 09:00,17.1,.8,.5,.3,5.8
22459,2011-12-14 10:00,17.1,.8,.6,.4,5.6
22459,2011-12-14 11:00,17,.9,.6,.4,5.6
22459,2011-12-14 12:00,16.9,.9,.5,.3,6.4
22459,2011-12-14 13:00,17.3,.8,.5,.3,7.1
22459,2011-12-14 14:00,17.4,.6,.4,.3,6
22459,2011-12-14 15:00,17.3,.6,.4,.2,5.6
22459,2011-12-14 16:00,17.4,.5,.4,.2,4.8
22459,2011-12-14 17:00,0,.7,.4,.3,4.4
22459,2011-12-14 18:00,0,.7,.4,.3,4.4
22459,2011-12-14 19:00,0,.7,.4,.3,4.9
22459,2011-12-14 20:00,0,.6,.4,.3,4.2
22459,2011-12-14 21:00,0,.7,.5,.3,4.3
22459,2011-12-14 22:00,0,.8,.5,.3,3.6
22459,2011-12-14 23:00,0,.7,.4,.3,3.6
22459,2011-12-15 00:00,0,.9,.4,.3,4.1
22459,2011-12-15 01:00,0,.6,.4,.3,4
22459,2011-12-15 02:00,0,1.3,.4,.3,4.5
22459,2011-12-15 03:00,0,.9,.5,.3,4.1
22459,2011-12-29 13:01,16.4,0,0,0,0
22459,2011-12-29 14:00,16.4,.6,.4,.2,5.8
22459,2011-12-29 15:00,16.4,.6,.4,.2,6.4
22459,2011-12-29 16:00,16.4,.7,.4,.2,5
22459,2011-12-29 17:00,16.3,.7,.5,.3,4.7
22459,2011-12-29 18:00,16.3,.7,.4,.3,5
22459,2011-12-29 19:00,16.3,.9,.5,.3,6.3
22459,2011-12-29 20:00,16.3,.8,.6,.3,6.4
22459,2011-12-29 21:00,16.2,.9,.6,.4,5.7
22459,2011-12-29 22:00,16.3,1.1,.7,.5,5.7
22459,2011-12-29 23:00,16.2,1.2,.8,.5,6
22459,2011-12-30 00:00,16.2,1.3,.8,.5,6.6
22459,2011-12-30 01:00,16.2,1.4,.9,.6,7.2
22459,2011-12-30 02:00,16.1,1.7,1.1,.6,6.9
22459,2011-12-30 03:00,16.1,1.5,1.1,.7,7.4
22459,2011-12-30 04:00,16.1,1.8,1.2,.7,7.6
22459,2011-12-30 05:00,16.1,1.5,1,.7,6.9
22459,2011-12-30 06:00,16.1,1.5,1,.7,7.1
22459,2011-12-30 07:00,16.1,1.8,1.3,.8,6.7
22459,2011-12-30 08:00,16.1,1.9,1.2,.7,6.9
22459,2011-12-30 09:00,16.2,2,1.4,.8,6.9
22459,2011-12-30 10:00,16.1,1.9,1.1,.7,6.2
22459,2011-12-30 11:00,16.1,2.2,1.4,.9,6.8
22459,2011-12-30 12:00,16.1,2,1.3,.8,6.7
22459,2011-12-30 13:00,16,1.8,1.2,.8,6.9
22459,2011-12-30 14:00,16.1,1.9,1.3,.8,6.9
22459,2011-12-30 15:00,16.2,2,1.3,.8,6.8
22459,2011-12-30 16:00,16.2,2,1.3,.8,6.8
22459,2011-12-30 17:00,16.1,1.8,1.2,.8,6.6
22459,2011-12-30 18:00,16.1,1.7,1.2,.8,6.3
22459,2011-12-30 19:00,16.1,1.7,1.1,.7,6.2
22459,2011-12-30 20:00,16.1,1.6,1.1,.7,6.3
22459,2011-12-30 21:00,16,1.5,1,.7,6.3
22459,2011-12-30 22:00,16.4,1.6,1.1,.7,6.4
22459,2011-12-30 23:00,16.4,1.5,1,.6,6.3
22459,2011-12-31 00:00,16.2,1.5,.9,.6,6.3
22459,2011-12-31 01:00,16.6,1.4,1,.6,6.8
22459,2011-12-31 02:00,16.1,1.5,.9,.6,6.7
22459,2011-12-31 03:00,16.3,1.3,.9,.6,6.7
22459,2011-12-31 04:00,16.2,1.3,.8,.5,6.6
22459,2011-12-31 05:00,16.3,1.1,.8,.5,6.6
22459,2011-12-31 06:00,16.3,1.2,.8,.5,6.6
22459,2011-12-31 07:00,16.2,1.2,.7,.5,6.1
22459,2011-12-31 08:00,16.1,1.3,.9,.6,6.3
22459,2011-12-31 09:00,16.1,1.1,.8,.5,6.5
22459,2011-12-31 10:00,16.3,1.2,.8,.5,6.4
22459,2011-12-31 11:00,16.1,1.2,.8,.5,5.7
22459,2011-12-31 12:00,16.7,1.2,.8,.5,6.6
22459,2011-12-31 13:00,17,1.3,.8,.5,6.3
22459,2011-12-31 14:00,17,1.2,.8,.5,6.8
22459,2011-12-31 15:00,16.8,1.1,.7,.4,6.8
22459,2011-12-31 16:00,16.7,1,.7,.4,6.8
22459,2011-12-31 17:00,16.5,1,.6,.4,6.4
22459,2011-12-31 18:00,16.3,.9,.6,.4,6.5
22459,2011-12-31 19:00,16.2,.9,.6,.4,5.5
22459,2011-12-31 20:00,16.1,.8,.6,.4,6
22459,2011-12-31 21:00,16.1,.9,.6,.4,7
22459,2011-12-31 22:00,16,.9,.6,.4,6.4
22459,2011-12-31 23:00,16,1,.6,.4,6.7
