지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22486,2014-12-01 03:00,18.9,3.3,2.3,1.5,6.4
22486,2014-12-01 04:00,18.6,4.1,2.6,1.6,6.8
22486,2014-12-01 05:00,18.7,3.2,2.7,1.8,6.9
22486,2014-12-01 06:00,18.5,3.7,2.7,1.7,7.1
22486,2014-12-01 07:00,18.5,5.1,3.4,2.1,8
22486,2014-12-01 08:00,18.5,3.8,2.9,1.8,7.3
22486,2014-12-01 09:00,18.1,4.2,3.1,1.9,7.6
22486,2014-12-01 10:00,18,4.3,3.3,2.1,7.9
22486,2014-12-01 11:00,18.1,4.9,3.4,2,7.7
22486,2014-12-01 12:00,18,4.9,3.9,2.4,7.9
22486,2014-12-01 13:00,18.1,4.8,3.7,2.3,8.4
22486,2014-12-01 14:00,18.1,4.9,4.1,2.5,8.1
22486,2014-12-01 15:00,18,5.4,4.4,2.7,8.6
22486,2014-12-01 16:00,18,6.6,4.4,2.7,8.7
22486,2014-12-01 17:00,18,6.2,4.2,2.5,8.5
22486,2014-12-01 18:00,18,6,4.3,2.5,8.6
22486,2014-12-01 19:00,18,4.6,3.3,2,8
22486,2014-12-01 20:00,17.9,5.7,3.8,2.2,8.7
22486,2014-12-01 21:00,17.9,4,3,1.8,8.2
22486,2014-12-01 22:00,17.8,5.4,3.4,2,8.3
22486,2014-12-01 23:00,17.7,5.5,3.4,2,8
22486,2014-12-02 00:00,17.6,4.3,2.8,1.7,7.6
22486,2014-12-02 01:00,17.6,4.7,2.9,1.8,7.6
22486,2014-12-02 02:00,17.5,3.4,2.8,1.7,7.9
22486,2014-12-02 03:00,17.6,3.5,2.7,1.7,7.7
22486,2014-12-02 04:00,17.5,3.6,2.5,1.6,7
22486,2014-12-02 05:00,17.6,3.2,2.3,1.5,6.8
22486,2014-12-02 06:00,17.7,3.4,2.3,1.4,7.2
22486,2014-12-02 07:00,17.8,3.5,2.5,1.6,6.8
22486,2014-12-02 08:00,17.7,3.2,2.3,1.5,7.3
22486,2014-12-02 09:00,17.4,3.2,2.3,1.4,6.8
22486,2014-12-02 10:00,17.3,3.6,2.2,1.4,6.7
22486,2014-12-02 11:00,17.4,2.6,2.1,1.3,6.9
22486,2014-12-02 12:00,17.2,2.9,2,1.3,6.4
22486,2014-12-02 13:00,17.1,2.8,2,1.3,6.7
22486,2014-12-02 14:00,17.1,2.8,2.1,1.4,6.6
22486,2014-12-02 15:00,17.1,3,2.2,1.4,6.9
22486,2014-12-02 16:00,17,2.5,1.9,1.2,6.3
22486,2014-12-02 17:00,16.9,2.9,2.1,1.3,6.4
22486,2014-12-02 18:00,17,2.6,1.9,1.2,6.2
22486,2014-12-02 19:00,17.1,2.4,1.7,1.1,6.1
22486,2014-12-02 20:00,17.1,2.2,1.5,1,5.7
22486,2014-12-02 21:00,16.6,2.1,1.4,.9,5.9
22486,2014-12-02 22:00,16.5,1.7,1.4,.9,5.6
22486,2014-12-02 23:00,16.6,1.8,1.4,.9,5.8
22486,2014-12-03 00:00,16.4,1.6,1.3,.8,5.5
22486,2014-12-03 01:00,17.2,1.6,1.2,.8,5.5
22486,2014-12-03 02:00,17.1,2.1,1.5,1,5.4
22486,2014-12-03 03:00,17,1.9,1.5,1,5.4
22486,2014-12-03 04:00,17,2.2,1.6,1,5.4
22486,2014-12-03 05:00,16.7,2.4,1.5,.9,5.4
22486,2014-12-03 06:00,16.7,2.1,1.5,1,5.4
22486,2014-12-03 07:00,16.7,2.1,1.4,.9,5.2
22486,2014-12-03 08:00,16.5,2.2,1.5,.9,5.3
22486,2014-12-03 09:00,16.3,2,1.4,.9,5.5
22486,2014-12-03 10:00,17.5,1.7,1.4,.9,5.4
22486,2014-12-03 11:00,17.5,1.8,1.3,.8,5.2
22486,2014-12-03 12:00,17.5,2.1,1.4,.9,5.7
22486,2014-12-03 13:00,17.5,2,1.3,.8,5.3
22486,2014-12-03 14:00,17.5,1.7,1.3,.8,5.4
22486,2014-12-03 15:00,17.4,1.9,1.2,.8,5.3
22486,2014-12-03 16:00,17.3,1.6,1.2,.8,5.3
22486,2014-12-03 17:00,17.1,1.8,1.3,.8,5.2
22486,2014-12-03 18:00,16.8,1.8,1.4,.9,5.2
22486,2014-12-03 19:00,16.8,1.9,1.4,.9,5.2
22486,2014-12-03 20:00,16.8,1.7,1.4,.9,5.2
22486,2014-12-03 21:00,17.5,1.9,1.3,.9,5
22486,2014-12-03 22:00,17.4,1.8,1.4,.9,5.2
22486,2014-12-03 23:00,17.2,1.8,1.3,.8,5
22486,2014-12-04 00:00,17.2,2.1,1.4,.9,5.1
22486,2014-12-04 01:00,17.3,2.1,1.6,1,5.1
22486,2014-12-04 02:00,17.4,3.2,1.9,1.2,5.6
22486,2014-12-04 03:00,17.5,2.8,2,1.3,5.6
22486,2014-12-04 04:00,17.1,2.7,1.9,1.2,5.6
22486,2014-12-04 05:00,17.2,2.6,2.1,1.3,5.8
22486,2014-12-04 06:00,17.2,2.9,2,1.3,5.8
22486,2014-12-04 07:00,17,2.8,2,1.3,5.8
22486,2014-12-04 08:00,16.9,3.3,2.3,1.4,6.1
22486,2014-12-04 09:00,16.7,3.3,2.3,1.5,6.6
22486,2014-12-04 10:00,16.5,3.2,2.3,1.5,6.5
22486,2014-12-04 11:00,17,3.2,2.2,1.4,6.1
22486,2014-12-04 12:00,17.2,2.9,2.1,1.4,6.8
22486,2014-12-04 13:00,17.1,3.2,2.3,1.5,7
22486,2014-12-04 14:00,16.8,3.6,2.6,1.6,6.5
22486,2014-12-04 15:00,16.9,4.5,2.9,1.7,7.5
22486,2014-12-04 16:00,16.8,3.6,2.8,1.8,6.8
22486,2014-12-04 17:00,16.8,3.9,2.8,1.7,6.8
22486,2014-12-04 18:00,16.7,4.1,2.8,1.7,7.1
22486,2014-12-04 19:00,16.6,3.9,2.7,1.7,6.9
22486,2014-12-04 20:00,16.5,4,2.7,1.7,7
22486,2014-12-04 21:00,16.4,3.6,2.9,1.8,7
22486,2014-12-04 22:00,16.3,4,3,1.9,7
22486,2014-12-04 23:00,16,4.2,3,1.9,6.8
22486,2014-12-05 00:00,16,3.7,2.9,1.9,7.4
22486,2014-12-05 01:00,16.1,4.5,3.1,1.9,6.9
22486,2014-12-05 02:00,16.2,4.6,3.4,2,7.5
22486,2014-12-05 03:00,16.8,4.8,3.3,2,7.5
22486,2014-12-05 04:00,16.6,4.6,3.3,2.1,7.4
22486,2014-12-05 05:00,16.4,4.6,3,1.9,7.1
22486,2014-12-05 06:00,16.4,3.6,3,2,7.2
22486,2014-12-05 07:00,16.5,4.2,2.6,1.7,7.1
22486,2014-12-05 08:00,16.5,3.7,2.7,1.7,7.1
22486,2014-12-05 09:00,16,3.5,2.9,1.8,7
22486,2014-12-05 10:00,16.6,4.3,2.9,1.8,7.3
22486,2014-12-05 11:00,16.7,3.9,2.7,1.7,7
22486,2014-12-05 12:00,16.8,3.3,2.4,1.5,6.7
22486,2014-12-05 13:00,16.8,3.8,2.7,1.6,6.8
22486,2014-12-05 14:00,16.7,3.9,2.7,1.7,7.3
22486,2014-12-05 15:00,16.8,4.7,3.2,1.9,7.6
22486,2014-12-05 16:00,16.7,4.4,3.1,1.9,7.4
22486,2014-12-05 17:00,16.7,4.4,3.1,1.9,7.5
22486,2014-12-05 18:00,16.6,5.6,3.5,2.1,7.9
22486,2014-12-05 19:00,16.6,4.6,3.5,2.2,7.9
22486,2014-12-05 20:00,16.5,5.5,3.5,2.1,7.6
22486,2014-12-05 21:00,16.5,4.5,3.3,2.1,8
22486,2014-12-05 22:00,16.4,4.5,3.2,2,7.8
22486,2014-12-05 23:00,16.2,4.4,3.3,2,7.8
22486,2014-12-06 00:00,16.5,4.2,2.8,1.8,7.6
22486,2014-12-06 01:00,16.6,3.9,2.6,1.7,7.2
22486,2014-12-06 02:00,16.4,4.2,2.9,1.8,7.6
22486,2014-12-06 03:00,16.4,4,2.9,1.9,7.8
22486,2014-12-06 04:00,16.4,4.5,3,1.8,7.3
22486,2014-12-06 05:00,16.4,3.3,2.8,1.8,7.3
22486,2014-12-06 06:00,16.3,4.2,2.8,1.7,7.5
22486,2014-12-06 07:00,16.3,3.5,2.6,1.7,7.2
22486,2014-12-06 08:00,16.3,4.1,2.6,1.6,7.3
22486,2014-12-06 09:00,16.1,3.4,2.5,1.6,7
22486,2014-12-06 10:00,15.9,2.7,2.1,1.4,6.8
22486,2014-12-06 11:00,16.4,2.8,2.2,1.4,6.9
22486,2014-12-06 12:00,16.9,2.5,2,1.2,6.7
22486,2014-12-06 13:00,16.8,2.8,2.2,1.3,6.6
22486,2014-12-06 14:00,16.7,2.8,2,1.3,6.7
22486,2014-12-06 15:00,16.5,2.8,2.1,1.3,6.5
22486,2014-12-06 16:00,16.8,2.7,2,1.2,6.2
22486,2014-12-06 17:00,16.8,2.5,1.8,1.2,6.4
22486,2014-12-06 18:00,16.8,2.7,2.1,1.3,6.7
22486,2014-12-06 19:00,16.7,2.6,2,1.2,6
22486,2014-12-06 20:00,16.6,2.5,1.7,1.1,5.9
22486,2014-12-06 21:00,16.2,2.3,1.7,1.1,6.3
22486,2014-12-06 22:00,16.1,2.5,1.7,1.1,6.1
22486,2014-12-06 23:00,16.2,2.1,1.5,1,5.9
22486,2014-12-07 00:00,16.4,2.1,1.4,.9,5.8
22486,2014-12-07 01:00,16.3,1.8,1.3,.8,5.7
22486,2014-12-07 02:00,16.2,1.7,1.2,.8,5.3
22486,2014-12-07 03:00,16.1,1.7,1.2,.8,5.6
22486,2014-12-07 04:00,16.3,1.6,1.1,.7,5.4
22486,2014-12-07 05:00,16.4,1.4,1.1,.7,5.4
22486,2014-12-07 06:00,16.4,1.5,1.1,.7,5.6
22486,2014-12-07 07:00,16.2,1.5,1,.6,5.5
22486,2014-12-07 08:00,16.1,1.5,1,.7,5.4
22486,2014-12-07 09:00,15.9,1.5,1,.7,5.3
22486,2014-12-07 10:00,17.2,1.3,.9,.6,5.5
22486,2014-12-07 11:00,17.2,1.3,.9,.5,5.8
22486,2014-12-07 12:00,17.4,1.1,.7,.4,5.3
22486,2014-12-07 13:00,17.5,.8,.6,.4,5.5
22486,2014-12-07 14:00,16.6,.7,.5,.3,5.5
22486,2014-12-07 15:00,17,.7,.5,.3,5.5
22486,2014-12-07 16:00,17.3,.6,.5,.3,5.5
22486,2014-12-07 17:00,17.2,.7,.5,.3,5.6
22486,2014-12-07 18:00,17.3,.8,.5,.3,5.5
22486,2014-12-07 19:00,16.4,.7,.5,.3,5.5
22486,2014-12-07 20:00,16.6,.6,.5,.3,5.4
22486,2014-12-07 21:00,16.4,.6,.4,.3,5.4
22486,2014-12-07 22:00,16.8,.6,.4,.2,5.9
22486,2014-12-07 23:00,16.6,.5,.4,.2,5.4
22486,2014-12-08 00:00,17.3,.4,.3,.2,4.5
22486,2014-12-08 01:00,17.4,.6,.3,.2,4.5
22486,2014-12-08 02:00,17.4,.5,.3,.2,4.5
22486,2014-12-08 03:00,17.4,.8,.6,.4,3.7
22486,2014-12-08 04:00,17.4,1.1,.9,.6,3.8
22486,2014-12-08 05:00,17.3,1.5,1.1,.7,4
22486,2014-12-08 06:00,17.1,2.1,1.5,.9,4.4
22486,2014-12-08 07:00,17,3.1,1.6,1,4.7
22486,2014-12-08 08:00,16.9,2.5,1.7,1.1,5.2
22486,2014-12-08 09:00,17,2.4,1.7,1.1,5.5
22486,2014-12-08 10:00,17,1.8,1.5,1,5.5
22486,2014-12-08 11:00,17.2,2.5,1.6,1,5.6
22486,2014-12-08 12:00,17.1,2.3,1.7,1.1,5.9
22486,2014-12-08 13:00,17.1,2,1.5,1,6.2
22486,2014-12-08 14:00,17.1,2,1.4,.9,6.2
22486,2014-12-08 15:00,17.1,1.9,1.3,.9,5.9
22486,2014-12-08 16:00,17.1,2,1.4,.9,5.8
22486,2014-12-08 17:00,17,1.8,1.4,.9,5.8
22486,2014-12-08 18:00,16.8,1.8,1.4,.9,5.8
22486,2014-12-08 19:00,16.8,2.2,1.6,1,6
22486,2014-12-08 20:00,16.8,2.2,1.6,.9,5.9
22486,2014-12-08 21:00,16.8,2,1.5,1,5.9
22486,2014-12-08 22:00,16.8,2.4,1.5,.9,6
22486,2014-12-08 23:00,16.8,2,1.5,.9,6.1
22486,2014-12-09 00:00,16.8,1.8,1.4,.9,6
22486,2014-12-09 01:00,16.7,1.9,1.3,.8,5.7
22486,2014-12-09 02:00,16.6,1.7,1.2,.8,5.7
22486,2014-12-09 03:00,16.6,1.6,1.2,.8,5.7
22486,2014-12-09 04:00,16.6,1.6,1.2,.8,5.6
22486,2014-12-09 05:00,16.6,1.5,1.2,.7,5.4
22486,2014-12-09 06:00,16.5,1.8,1.3,.8,5.2
22486,2014-12-09 07:00,16.5,1.9,1.2,.8,5.1
22486,2014-12-09 08:00,16.5,1.7,1.2,.8,5.1
22486,2014-12-09 09:00,16.5,1.7,1.2,.8,5.2
22486,2014-12-09 10:00,16.5,1.7,1.2,.7,5.1
22486,2014-12-09 11:00,16.2,1.9,1.3,.8,5.3
22486,2014-12-09 12:00,16.7,1.5,1.1,.7,5
22486,2014-12-09 13:00,17.3,1.5,1.1,.7,5
22486,2014-12-09 14:00,17.4,1.4,1,.6,5.2
22486,2014-12-09 15:00,17.4,1.4,1,.6,5.3
22486,2014-12-09 16:00,17.4,1.4,.9,.6,5.3
22486,2014-12-09 17:00,17.4,1.1,.9,.5,5.1
22486,2014-12-09 18:00,17.1,1.2,.8,.5,5.3
22486,2014-12-09 19:00,17,1.1,.7,.5,5.2
22486,2014-12-09 20:00,16.8,1,.7,.4,5.2
22486,2014-12-09 21:00,16.9,.9,.7,.5,5.3
22486,2014-12-09 22:00,17.3,.8,.6,.4,5.3
22486,2014-12-09 23:00,17.3,.8,.6,.4,5.1
22486,2014-12-10 00:00,17.3,.8,.6,.4,5.2
22486,2014-12-10 01:00,17.3,.8,.5,.3,5.4
22486,2014-12-10 02:00,17.2,.7,.5,.3,5.4
22486,2014-12-10 03:00,17.3,.5,.4,.2,5.4
22486,2014-12-10 04:00,17.3,.5,.4,.2,5.5
22486,2014-12-10 05:00,17.3,.7,.4,.2,5.4
22486,2014-12-10 06:00,17.2,.5,.3,.2,5.3
22486,2014-12-10 07:00,17.1,.5,.4,.2,5.2
22486,2014-12-10 08:00,17.1,.6,.5,.3,5.2
22486,2014-12-10 09:00,17.1,.8,.6,.4,4.5
22486,2014-12-10 10:00,17.3,.9,.6,.4,4.2
22486,2014-12-10 11:00,17.2,.9,.7,.4,3.7
22486,2014-12-10 12:00,16.9,.9,.7,.5,3.9
22486,2014-12-10 13:00,17.5,.8,.5,.4,3.7
22486,2014-12-10 14:00,17.9,.8,.5,.4,3.7
22486,2014-12-10 15:00,17.8,.7,.5,.3,4.2
22486,2014-12-10 16:00,17.8,.7,.5,.3,4.4
22486,2014-12-10 17:00,17.6,.7,.4,.3,3.6
22486,2014-12-10 18:00,17.5,.6,.5,.3,3.4
22486,2014-12-10 19:00,17.4,.7,.5,.3,3.4
22486,2014-12-10 20:00,17.5,1,.7,.4,3.4
22486,2014-12-10 21:00,17.7,1.1,.7,.5,3.6
22486,2014-12-10 22:00,17.9,.9,.7,.4,3.8
22486,2014-12-10 23:00,17.9,1,.7,.4,4
22486,2014-12-11 00:00,17.9,.8,.6,.4,3.8
22486,2014-12-11 01:00,17.9,.8,.6,.4,3.9
22486,2014-12-11 02:00,17.9,.6,.5,.3,3.8
22486,2014-12-11 03:00,17.9,.8,.6,.4,3.3
22486,2014-12-11 04:00,17.9,1.6,1,.6,3.8
22486,2014-12-11 05:00,17.9,1.5,1,.7,4.2
22486,2014-12-11 06:00,17.9,1.6,1.2,.8,4.5
22486,2014-12-11 07:00,17.9,1.8,1.3,.8,4.5
22486,2014-12-11 08:00,17.8,1.9,1.5,1,4.8
22486,2014-12-11 09:00,17.8,2.3,1.8,1.1,5.3
22486,2014-12-11 10:00,17.7,2.2,1.7,1.1,5.5
22486,2014-12-11 11:00,17.7,2.9,2,1.2,5.8
22486,2014-12-11 12:00,17.6,2.3,1.9,1.2,5.8
22486,2014-12-11 13:00,17.3,2.6,2,1.3,6.2
22486,2014-12-11 14:00,17.8,3.2,2.1,1.3,6.5
22486,2014-12-11 15:00,17.7,3,1.9,1.2,6
22486,2014-12-11 16:00,17.8,2.7,1.8,1.2,6.5
22486,2014-12-11 17:00,17.8,2.3,1.9,1.2,6.2
22486,2014-12-11 18:00,17.7,2.6,2,1.3,6.5
22486,2014-12-11 19:00,17.6,2.6,2,1.2,6.6
22486,2014-12-11 20:00,17.4,3,2,1.3,6.9
22486,2014-12-11 21:00,17.7,2.9,2,1.2,6.6
22486,2014-12-11 22:00,17.7,3,2,1.2,6.7
22486,2014-12-11 23:00,17.6,2.9,2.1,1.4,7
22486,2014-12-12 00:00,17.6,2.5,1.9,1.2,6.4
22486,2014-12-12 01:00,17.6,2.4,1.9,1.2,6.7
22486,2014-12-12 02:00,17.5,2.4,1.8,1.1,6.2
22486,2014-12-12 03:00,17.4,2.6,1.8,1.2,5.9
22486,2014-12-12 04:00,17.4,2.4,1.8,1.2,5.8
22486,2014-12-12 05:00,17.3,2.1,1.7,1.1,5.9
22486,2014-12-12 06:00,17.3,2.7,1.7,1.1,5.7
22486,2014-12-12 07:00,17.3,2.6,1.7,1,5.4
22486,2014-12-12 08:00,17.3,2.9,1.7,1.1,5.7
22486,2014-12-12 09:00,17.3,2.6,1.8,1.1,5.7
22486,2014-12-12 10:00,17.1,2.3,1.8,1.2,5.7
22486,2014-12-12 11:00,16.8,2.2,1.7,1.1,5.5
22486,2014-12-12 12:00,16.9,2.6,1.8,1.2,5.5
22486,2014-12-12 13:00,17,2.7,1.9,1.2,5.7
22486,2014-12-12 14:00,17.1,2.7,1.8,1.1,5.6
22486,2014-12-12 15:00,17.4,2.8,1.9,1.2,5.8
22486,2014-12-12 16:00,17.5,2.6,1.8,1.2,5.8
22486,2014-12-12 17:00,17.5,2.7,1.8,1.1,5.6
22486,2014-12-12 18:00,17.4,3.1,1.9,1.2,6
22486,2014-12-12 19:00,17.3,2.8,1.9,1.2,6.1
22486,2014-12-12 20:00,17.4,2.7,1.9,1.2,5.7
22486,2014-12-12 21:00,17.5,2.8,2,1.2,5.8
22486,2014-12-12 22:00,17.5,3.3,2.1,1.3,5.9
22486,2014-12-12 23:00,17.4,3.7,2.3,1.5,6
22486,2014-12-13 00:00,17.4,3.4,2.3,1.4,6.1
22486,2014-12-13 01:00,17.4,3.5,2.5,1.5,6.2
22486,2014-12-13 02:00,17.3,3.2,2.5,1.6,6.5
22486,2014-12-13 03:00,17.1,4.2,2.8,1.7,7
22486,2014-12-13 04:00,16.8,3.9,2.5,1.5,6.7
22486,2014-12-13 05:00,16.6,3.5,2.6,1.6,6.7
22486,2014-12-13 06:00,16.9,3.5,2.5,1.6,6.9
22486,2014-12-13 07:00,17.1,4.3,2.6,1.6,6.8
22486,2014-12-13 08:00,16.8,3.6,2.7,1.6,7.3
22486,2014-12-13 09:00,17,3.1,2.3,1.5,6.6
22486,2014-12-13 10:00,17.1,3.4,2.5,1.6,6.9
22486,2014-12-13 11:00,17.1,3.1,2.3,1.5,6.5
22486,2014-12-13 12:00,17.1,2.9,2.2,1.4,6.5
22486,2014-12-13 13:00,17.2,2.7,2.1,1.4,6.5
22486,2014-12-13 14:00,17.2,3.4,2.2,1.4,6.4
22486,2014-12-13 15:00,17.1,2.9,2.1,1.3,6.3
22486,2014-12-13 16:00,17,2.7,2.1,1.3,6.5
22486,2014-12-13 17:00,17,2.6,2,1.3,6.3
22486,2014-12-13 18:00,17,2.6,2,1.3,6.3
22486,2014-12-13 19:00,16.9,2.3,1.8,1.1,5.9
22486,2014-12-13 20:00,16.8,2.9,2,1.3,6.2
22486,2014-12-13 21:00,17.1,2.5,1.9,1.2,5.8
22486,2014-12-13 22:00,17.2,2.5,1.9,1.3,5.8
22486,2014-12-13 23:00,17.2,2.3,1.7,1.1,5.7
22486,2014-12-14 00:00,17.2,2.2,1.7,1.1,5.6
22486,2014-12-14 01:00,17.2,2.5,1.7,1,5.5
22486,2014-12-14 02:00,17.2,2.1,1.6,1,5.4
22486,2014-12-14 03:00,17.1,2.1,1.6,1,5.3
22486,2014-12-14 04:00,17,2.3,1.7,1.1,5.5
22486,2014-12-14 05:00,17,2.5,1.7,1.1,5.5
22486,2014-12-14 06:00,16.9,2.2,1.6,1,5.4
22486,2014-12-14 07:00,16.9,2.2,1.6,1,5.3
22486,2014-12-14 08:00,17.1,2.2,1.4,.8,5.2
22486,2014-12-14 09:00,17.2,2.1,1.4,.8,5.4
22486,2014-12-14 10:00,17.2,1.7,1.2,.8,5.1
22486,2014-12-14 11:00,17.3,1.6,1.2,.7,5.1
22486,2014-12-14 12:00,17.3,1.7,1.1,.7,5
22486,2014-12-14 13:00,17.2,1.4,1.1,.7,5.2
22486,2014-12-14 14:00,17.2,1.4,1,.6,5.1
22486,2014-12-14 15:00,17.3,1.3,1,.6,5.4
22486,2014-12-14 16:00,17.2,1.2,.8,.5,5
22486,2014-12-14 17:00,17.2,1.1,.9,.5,5.7
22486,2014-12-14 18:00,17.1,1,.7,.5,5.4
22486,2014-12-14 19:00,17.2,1,.7,.4,5.2
22486,2014-12-14 20:00,17.2,.9,.7,.4,5.4
22486,2014-12-14 21:00,17.3,.8,.6,.4,5.1
22486,2014-12-14 22:00,17.1,.8,.6,.3,5.2
22486,2014-12-14 23:00,17.2,.9,.6,.4,5.1
22486,2014-12-15 00:00,17.3,.8,.5,.3,5.1
22486,2014-12-15 01:00,17.2,.7,.5,.3,5.1
22486,2014-12-15 03:00,17.1,.7,.5,.3,5
22486,2014-12-15 04:00,17,.6,.4,.3,4.7
22486,2014-12-15 05:00,17,.6,.4,.3,4.5
22486,2014-12-15 06:00,16.9,.6,.4,.3,5.5
22486,2014-12-15 07:00,16.9,.6,.4,.3,5.2
22486,2014-12-15 08:00,17,.6,.4,.3,5.3
22486,2014-12-15 09:00,17,.6,.4,.2,4.9
