지점,일시,수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec)
22442,2010-12-29 03:00,14.7,2.6,1.9,1.2,6.2
22442,2010-12-29 04:00,14.7,2.6,1.7,1.1,5.9
22442,2010-12-29 05:00,14.7,2.8,1.8,1.1,6.1
22442,2010-12-29 06:00,14.7,2.5,1.9,1.2,6.2
22442,2010-12-29 07:00,14.7,2.4,1.8,1.1,6.1
22442,2010-12-29 08:00,14.6,2.3,2,1.2,6.4
22442,2010-12-29 09:00,14.6,2.9,2.2,1.4,7
22442,2010-12-29 10:00,14.6,3.2,2.5,1.6,7.2
22442,2010-12-29 11:00,14.5,3.2,2.2,1.4,7.2
22442,2010-12-29 12:00,14.5,3.6,2.5,1.5,7.4
22442,2010-12-29 13:00,14.5,3.4,2.4,1.5,7.3
22442,2010-12-29 14:00,14.5,3.5,2.5,1.5,7.2
22442,2010-12-29 15:00,14.5,2.7,2.2,1.4,7.5
22442,2010-12-29 16:00,14.5,3,2.4,1.4,7.7
22442,2010-12-29 17:00,14.6,2.9,2,1.3,7.4
22442,2010-12-29 18:00,14.5,2.8,2.2,1.4,7.4
22442,2010-12-29 19:00,14.5,2.5,2.1,1.3,7.2
22442,2010-12-29 20:00,14.3,2.3,1.8,1.1,7.3
22442,2010-12-29 21:00,14.3,2.2,1.9,1.3,7.4
22442,2010-12-29 22:00,14.5,2.4,1.8,1.1,7.4
22442,2010-12-29 23:00,14.5,2.4,1.9,1.2,7.8
22442,2010-12-30 00:00,14.4,2.3,1.7,1,7.5
22442,2010-12-30 01:00,14.5,1.9,1.5,1,7.2
22442,2010-12-30 02:00,14.5,2.1,1.4,.9,6.2
22442,2010-12-30 03:00,14.4,2.4,1.7,1.1,6.3
22442,2010-12-30 04:00,14.4,2.3,1.6,1,6.2
22442,2010-12-30 05:00,14.5,2.2,1.6,1,6.5
22442,2010-12-30 06:00,14.4,1.9,1.5,1,6.3
22442,2010-12-30 07:00,14.4,2.4,1.5,.9,6.2
22442,2010-12-30 08:00,14.4,1.8,1.3,.8,6.4
22442,2010-12-30 09:00,14.4,2.2,1.7,1.1,6.5
22442,2010-12-30 10:00,14.4,2.1,1.5,.9,6.1
22442,2010-12-30 11:00,14.3,2.2,1.5,.9,5.9
22442,2010-12-30 12:00,14.3,2.1,1.5,.9,6.4
22442,2010-12-30 13:00,14.3,2,1.7,1.1,5.7
22442,2010-12-30 14:00,14.2,3,2,1.2,6.2
22442,2010-12-30 15:00,14.2,3.4,2.5,1.6,6.1
22442,2010-12-30 16:00,14.2,3.8,2.7,1.7,6
22442,2010-12-30 17:00,14.2,4,3,1.9,6.6
22442,2010-12-30 18:00,14.2,3.6,2.7,1.7,6.9
22442,2010-12-30 19:00,14.2,3.2,2.6,1.6,6.8
22442,2010-12-30 20:00,14.2,3.6,2.8,1.8,7.7
22442,2010-12-30 21:00,14.2,5.6,3.4,2.1,7.6
22442,2010-12-30 22:00,14.1,5,3.5,2.2,8.1
22442,2010-12-30 23:00,14.2,5.7,3.8,2.3,8.1
22442,2010-12-31 00:00,14.2,4.4,3.5,2.3,7.7
22442,2010-12-31 01:00,14.1,5.7,4,2.4,7.9
22442,2010-12-31 02:00,14.1,6.8,4.2,2.5,7.6
22442,2010-12-31 03:00,14.1,4.7,3.8,2.4,7.9
22442,2010-12-31 04:00,13.9,4.5,3.9,2.3,7.6
22442,2010-12-31 05:00,13.7,5,3.6,2.2,7.6
22442,2010-12-31 06:00,14.1,4.6,3.3,2,7.5
22442,2010-12-31 07:00,14,5.3,3.6,2.2,7.5
22442,2010-12-31 08:00,13.9,5,3.7,2.2,7.6
22442,2010-12-31 09:00,13.7,4.5,3.7,2.2,7.9
22442,2010-12-31 10:00,13.9,4.9,3.6,2.3,7.6
22442,2010-12-31 11:00,13.6,5.1,3.7,2.4,7.6
22442,2010-12-31 12:00,13.8,5.3,4.2,2.7,8
22442,2010-12-31 13:00,13.9,4.2,3.2,2,7.8
22442,2010-12-31 14:00,14.2,4.6,3.2,1.9,7.9
22442,2010-12-31 15:00,14.2,4.4,3.3,2.1,8.1
22442,2010-12-31 16:00,14.2,4.5,3.5,2.2,8.1
22442,2010-12-31 17:00,14.2,4.8,3.5,2.2,8
22442,2010-12-31 18:00,14.2,4.4,3.8,2.3,8.1
22442,2010-12-31 19:00,14.1,5.2,3.7,2.2,8.3
22442,2010-12-31 20:00,14.2,5.9,4.2,2.7,8.5
22442,2010-12-31 21:00,14.1,6.4,4.4,2.7,8.5
22442,2010-12-31 22:00,14.2,5.2,4.1,2.6,8.7
22442,2010-12-31 23:00,14.2,6.7,4.2,2.5,8.2
